"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"H2AFZ.4",1.3324126776631e-11,-0.58980884514471,0.809,0.949,3.43376071160558e-07,"hImmune","H2AFZ"
"PEPD",1.33345832900059e-11,0.535089555441899,0.436,0.261,3.43645545966741e-07,"hImmune","PEPD"
"MEOX1.2",1.33888726179783e-11,-0.464127680736052,0.027,0.21,3.45044636237919e-07,"hImmune","MEOX1"
"MGAT1",1.34883385786791e-11,0.516058623845805,0.333,0.175,3.47607973511138e-07,"hImmune","MGAT1"
"HPS1",1.36086809062144e-11,0.271296191929994,0.2,0.079,3.50709315634052e-07,"hImmune","HPS1"
"WBP2",1.36656587707419e-11,0.368000933866656,0.28,0.132,3.5217769218079e-07,"hImmune","WBP2"
"ANTKMT.1",1.3818552426307e-11,0.477698305931783,0.44,0.255,3.56117914578359e-07,"hImmune","ANTKMT"
"ABCC5",1.4422822793011e-11,0.437800992704707,0.28,0.135,3.71690566198687e-07,"hImmune","ABCC5"
"PPFIBP1",1.44382842844436e-11,-0.423047443416384,0.044,0.239,3.72089024294397e-07,"hImmune","PPFIBP1"
"SNHG25",1.44427554250032e-11,0.407175821378544,0.258,0.115,3.72204250057758e-07,"hImmune","SNHG25"
"ZNF292",1.46398000098418e-11,-0.456642782097171,0.293,0.528,3.77282286053633e-07,"hImmune","ZNF292"
"NOTCH3.1",1.46491536367052e-11,-0.445057500231163,0.044,0.237,3.77523338371529e-07,"hImmune","NOTCH3"
"DOCK1.1",1.49856791226461e-11,-0.421981787055121,0.053,0.249,3.86195936669712e-07,"hImmune","DOCK1"
"KHDRBS3.2",1.53120200824935e-11,-0.454644226603878,0.022,0.206,3.94606069545941e-07,"hImmune","KHDRBS3"
"OCIAD2.1",1.53702537256974e-11,-0.57950983356383,0.196,0.403,3.96106808764949e-07,"hImmune","OCIAD2"
"H3F3B.1",1.54373687630721e-11,-0.329663925464631,0.973,0.991,3.97836430393131e-07,"hImmune","H3F3B"
"ATF5",1.57217088570825e-11,0.309058879300448,0.182,0.07,4.05164158955872e-07,"hImmune","ATF5"
"ACADVL",1.58556201681318e-11,0.471486961675151,0.453,0.275,4.08615187352925e-07,"hImmune","ACADVL"
"DYNC1LI2",1.58791704808298e-11,-0.391473559264217,0.182,0.404,4.09222102461465e-07,"hImmune","DYNC1LI2"
"PPP3R1",1.5882095586616e-11,0.417149991966153,0.258,0.119,4.09297485362682e-07,"hImmune","PPP3R1"
"TCF7L2.1",1.65319160857683e-11,-0.468813674645908,0.169,0.398,4.26044009446335e-07,"hImmune","TCF7L2"
"NUDT8",1.67335202439814e-11,0.345686097167366,0.249,0.11,4.31239550207646e-07,"hImmune","NUDT8"
"FERMT2.2",1.67685486572948e-11,-0.441707139866119,0.107,0.32,4.32142267447143e-07,"hImmune","FERMT2"
"KLF10",1.70009602208959e-11,0.340677082956413,0.227,0.097,4.38131745852707e-07,"hImmune","KLF10"
"AC009041.2.1",1.70450305898039e-11,-0.430530072072434,0.013,0.19,4.39267483329835e-07,"hImmune","AC009041.2"
"FDPS.3",1.76562984727528e-11,-0.447632567912225,0.351,0.584,4.55020467941313e-07,"hImmune","FDPS"
"TWIST2.3",1.76667692460414e-11,-0.446760027622547,0.022,0.206,4.55290310239733e-07,"hImmune","TWIST2"
"KAT6B.2",1.82983784189618e-11,-0.506840185981957,0.236,0.463,4.71567510235065e-07,"hImmune","KAT6B"
"ZSWIM6.1",1.85151149492203e-11,0.467064217381877,0.249,0.112,4.77153027356356e-07,"hImmune","ZSWIM6"
"MN1.1",1.87676750478368e-11,-0.399722168319962,0.027,0.213,4.83661753657803e-07,"hImmune","MN1"
"ATN1",1.9316739221827e-11,-0.409470450771295,0.107,0.322,4.97811686485703e-07,"hImmune","ATN1"
"TIMP3.2",2.08412547752298e-11,-0.450030901062078,0.049,0.24,5.37099976812448e-07,"hImmune","TIMP3"
"ETFB.2",2.11641229193383e-11,0.475036035443192,0.684,0.542,5.45420611754269e-07,"hImmune","ETFB"
"GPC2.1",2.23608461543356e-11,-0.432237764640578,0.031,0.218,5.76261366243384e-07,"hImmune","GPC2"
"S100A10.3",2.34587645887656e-11,-0.795178278035359,0.107,0.309,6.04555822217078e-07,"hImmune","S100A10"
"NHP2",2.3692721471098e-11,-0.460965399369485,0.52,0.707,6.10585125031667e-07,"hImmune","NHP2"
"DPYSL3.4",2.41428823939796e-11,-0.40877232211657,0.022,0.206,6.22186222175248e-07,"hImmune","DPYSL3"
"ARSA",2.55960362888691e-11,0.255655123349186,0.147,0.05,6.59635451200445e-07,"hImmune","ARSA"
"SRSF10.1",2.62222953113784e-11,-0.411547873973587,0.516,0.714,6.75774772469533e-07,"hImmune","SRSF10"
"SEPHS1",2.66825999565387e-11,-0.468646931712774,0.187,0.401,6.8763728347996e-07,"hImmune","SEPHS1"
"AMOTL1",2.74059943794412e-11,-0.390015076783291,0.027,0.21,7.06279881152579e-07,"hImmune","AMOTL1"
"COL26A1.3",2.86931332519752e-11,-0.435230088254169,0.031,0.21,7.39450737036654e-07,"hImmune","COL26A1"
"EMILIN1.2",2.94661781122671e-11,-0.386598513005687,0.147,0.368,7.59372876131235e-07,"hImmune","EMILIN1"
"MRPL51.1",3.17075158494176e-11,-0.413451533523238,0.729,0.87,8.17134390955342e-07,"hImmune","MRPL51"
"CYYR1",3.17714162833148e-11,-0.385310393783054,0.018,0.195,8.18781169037305e-07,"hImmune","CYYR1"
"PHLDB2",3.30005414710754e-11,-0.354129777067628,0.022,0.202,8.50456954251085e-07,"hImmune","PHLDB2"
"DLG5",3.36608684537379e-11,-0.383646633640949,0.022,0.2,8.67474240921278e-07,"hImmune","DLG5"
"TAGLN2.1",3.460185905301e-11,0.290312139616831,0.209,0.086,8.91724509655122e-07,"hImmune","TAGLN2"
"EFS",3.51334883172828e-11,-0.391482799932635,0.022,0.198,9.05425127424695e-07,"hImmune","EFS"
"MAPK1",3.651199975493e-11,0.38033699464854,0.32,0.165,9.40950745684302e-07,"hImmune","MAPK1"
"TSPO.3",3.7771181969311e-11,0.627415330870993,0.467,0.293,9.73401130531113e-07,"hImmune","TSPO"
"CXXC4.1",3.81237963249293e-11,-0.411803811596166,0.013,0.186,9.82488355089753e-07,"hImmune","CXXC4"
"BMPR1B.1",3.82372454762851e-11,-0.406252517178653,0.013,0.184,9.85412053169344e-07,"hImmune","BMPR1B"
"MEX3D",3.88775046496465e-11,-0.3550925680685,0.044,0.236,1.00191217232604e-06,"hImmune","MEX3D"
"TMED1",3.88784845408009e-11,-0.441702514505546,0.133,0.339,1.00193742510098e-06,"hImmune","TMED1"
"ATP6AP1",4.15935462073934e-11,0.406336471335451,0.347,0.188,1.07190727931073e-06,"hImmune","ATP6AP1"
"COPS6",4.22074248146897e-11,-0.417800833427837,0.453,0.662,1.08772754489937e-06,"hImmune","COPS6"
"UGDH",4.54706573559884e-11,-0.428701311590643,0.08,0.276,1.17182431072118e-06,"hImmune","UGDH"
"RHEB.3",4.63200466201313e-11,-0.453201375856692,0.444,0.655,1.1937139214474e-06,"hImmune","RHEB"
"NDUFS4",4.89220811050209e-11,-0.455840793438165,0.422,0.65,1.26077095215749e-06,"hImmune","NDUFS4"
"YTHDF2",4.92005747158972e-11,-0.439104583426274,0.271,0.485,1.26794801100339e-06,"hImmune","YTHDF2"
"C11orf58",4.93741921635709e-11,-0.346015825104835,0.702,0.858,1.27242230624738e-06,"hImmune","C11orf58"
"MAGOH.1",5.00430739798098e-11,-0.441628179724129,0.533,0.721,1.28966005953368e-06,"hImmune","MAGOH"
"TMEM9B",5.06610695242127e-11,0.364917588699931,0.284,0.138,1.30558642270849e-06,"hImmune","TMEM9B"
"PIK3R1.1",5.16647793617443e-11,0.397412521309479,0.36,0.195,1.33145302893151e-06,"hImmune","PIK3R1"
"RNF24.1",5.25200155308871e-11,-0.384290143561159,0.027,0.205,1.35349332024649e-06,"hImmune","RNF24"
"SORT1",5.33956180578213e-11,0.26623131752823,0.178,0.068,1.37605847296811e-06,"hImmune","SORT1"
"DGKA",5.35108283576379e-11,0.274255095739295,0.107,0.031,1.37902755760469e-06,"hImmune","DGKA"
"FAP.4",5.39401283750744e-11,-0.465842796527231,0.049,0.239,1.39009104835404e-06,"hImmune","FAP"
"ZC3H13",5.39764040319865e-11,-0.468383626707452,0.396,0.595,1.39102590830832e-06,"hImmune","ZC3H13"
"METRN.5",5.43915972753044e-11,-0.784893167262847,0.191,0.398,1.40172585338187e-06,"hImmune","METRN"
"AZI2",5.47703459599102e-11,-0.383359478783606,0.142,0.349,1.41148658573284e-06,"hImmune","AZI2"
"TRIM2.2",5.65016194431677e-11,-0.381124839041871,0.044,0.233,1.45610323466987e-06,"hImmune","TRIM2"
"TMEM14C",5.65769715927992e-11,0.432099796889189,0.818,0.775,1.45804513491803e-06,"hImmune","TMEM14C"
"FGFR2.4",5.93603153351056e-11,-0.440435804085876,0.027,0.204,1.52977468650101e-06,"hImmune","FGFR2"
"STARD4-AS1.2",6.02184848861286e-11,-0.391775463069751,0.027,0.204,1.55189057400042e-06,"hImmune","STARD4-AS1"
"AKAP10",6.22921037057235e-11,0.260122068066246,0.187,0.074,1.6053298046002e-06,"hImmune","AKAP10"
"POLR2H",6.55545865483778e-11,-0.452223790042928,0.298,0.509,1.68940724993825e-06,"hImmune","POLR2H"
"RCOR2.1",6.56786275619775e-11,-0.421393382374163,0.027,0.203,1.69260391089972e-06,"hImmune","RCOR2"
"RGL2",6.82554606847486e-11,0.466372685702942,0.267,0.13,1.75901147730666e-06,"hImmune","RGL2"
"NDRG2",6.8789530208896e-11,0.415452954533486,0.289,0.143,1.77277498301346e-06,"hImmune","NDRG2"
"RPS16.2",6.93922387411858e-11,-0.26924732184423,0.987,0.992,1.7883073845991e-06,"hImmune","RPS16"
"AL392172.1",7.09368822211683e-11,0.316546975239045,0.133,0.045,1.82811439172173e-06,"hImmune","AL392172.1"
"SDF2L1",7.37196021352475e-11,0.66523062158564,0.507,0.347,1.89982786662746e-06,"hImmune","SDF2L1"
"MMD",7.42694415382931e-11,0.395200978876986,0.276,0.135,1.91399777788335e-06,"hImmune","MMD"
"CDC42",7.49512852614583e-11,0.410774628884345,0.858,0.835,1.93156957247304e-06,"hImmune","CDC42"
"PHACTR2.2",7.70284789216847e-11,-0.500610953906589,0.151,0.354,1.98510093029074e-06,"hImmune","PHACTR2"
"PLEKHM2",7.78167778872172e-11,0.446229291993723,0.267,0.131,2.00541618293147e-06,"hImmune","PLEKHM2"
"MLF1",7.90803682428376e-11,-0.371407948517277,0.036,0.217,2.03798016998617e-06,"hImmune","MLF1"
"GNG7",8.02711350248336e-11,0.313208843744563,0.187,0.074,2.06866742072499e-06,"hImmune","GNG7"
"RAC3",8.31715610641306e-11,-0.357568491052044,0.111,0.325,2.14341430018371e-06,"hImmune","RAC3"
"PKIG",8.4520211506177e-11,-0.404565242637588,0.058,0.243,2.17817037072569e-06,"hImmune","PKIG"
"PRDX6.2",8.55031672589848e-11,-0.42432016336907,0.716,0.862,2.2035021234313e-06,"hImmune","PRDX6"
"MICOS10.1",8.68165165868231e-11,0.473298256811833,0.751,0.702,2.23734844895902e-06,"hImmune","MICOS10"
"PPP1R21",9.09494280330938e-11,0.263604224569807,0.151,0.054,2.34385770984086e-06,"hImmune","PPP1R21"
"CRABP1.4",9.1167123193561e-11,-1.73273003159632,0.084,0.275,2.34946793182126e-06,"hImmune","CRABP1"
"RSRC2",9.11902741807832e-11,-0.449617914737717,0.418,0.627,2.35006455591296e-06,"hImmune","RSRC2"
"ITGA4.2",9.22160845079672e-11,0.325122818358607,0.173,0.066,2.37650071385482e-06,"hImmune","ITGA4"
"GRK3",9.23148246290827e-11,0.310851715858117,0.164,0.062,2.37904534551609e-06,"hImmune","GRK3"
"UBE2I.1",9.26260942940587e-11,-0.379583258013084,0.658,0.843,2.38706707605219e-06,"hImmune","UBE2I"
"UBE2S.4",9.52128821265889e-11,-0.833293656045983,0.373,0.573,2.45373118528432e-06,"hImmune","UBE2S"
"ANGPTL1.3",9.60325169756555e-11,-0.364035205236214,0.031,0.212,2.47485399497962e-06,"hImmune","ANGPTL1"
"SRSF6",9.66332363058366e-11,-0.382744803536194,0.351,0.572,2.49033513283771e-06,"hImmune","SRSF6"
"DACT3.2",1.0166531315458e-10,-0.400045562286921,0.04,0.219,2.62001678530668e-06,"hImmune","DACT3"
"DOK1",1.07827100049458e-10,0.277910221435114,0.169,0.064,2.77881219537459e-06,"hImmune","DOK1"
"GPM6B.1",1.09743744590912e-10,-0.436394755030823,0.062,0.256,2.82820604185239e-06,"hImmune","GPM6B"
"ARHGAP17",1.12236432036923e-10,0.336767772630809,0.213,0.092,2.89244509002354e-06,"hImmune","ARHGAP17"
"COL14A1.4",1.13089564028827e-10,-0.541193453984931,0,0.157,2.91443115458689e-06,"hImmune","COL14A1"
"C14orf132.1",1.19387379763349e-10,-0.393919881472947,0.013,0.18,3.07673216388127e-06,"hImmune","C14orf132"
"IGDCC3.4",1.19530055114512e-10,-0.458787920285031,0.022,0.193,3.08040905035609e-06,"hImmune","IGDCC3"
"ALKBH2",1.19653087120171e-10,-0.403415286959537,0.084,0.28,3.08357970817392e-06,"hImmune","ALKBH2"
"TNRC6C",1.2018001118151e-10,-0.390372117947176,0.036,0.211,3.09715906815869e-06,"hImmune","TNRC6C"
"BOC.4",1.23177626530235e-10,-0.459608291445617,0.031,0.208,3.17441061331068e-06,"hImmune","BOC"
"CCNI.1",1.25553956415937e-10,-0.365466344408634,0.804,0.903,3.2356510107951e-06,"hImmune","CCNI"
"PJA1",1.29173520142303e-10,-0.364906894660626,0.044,0.226,3.3289307875873e-06,"hImmune","PJA1"
"NAPRT",1.32486685100635e-10,0.357609813833854,0.271,0.132,3.41431436172846e-06,"hImmune","NAPRT"
"AASDHPPT.1",1.35205108664973e-10,-0.374407095753139,0.236,0.452,3.48437085540502e-06,"hImmune","AASDHPPT"
"HOXB9.5",1.36541835935118e-10,-0.534604935567238,0.018,0.187,3.51881965388393e-06,"hImmune","HOXB9"
"MAGEH1",1.40947690698201e-10,-0.398457445742881,0.107,0.31,3.63236293698333e-06,"hImmune","MAGEH1"
"EPHA4.3",1.4248974102007e-10,-0.436757326652159,0.022,0.192,3.67210311582823e-06,"hImmune","EPHA4"
"BCL7A.1",1.44008952836938e-10,-0.40110976977447,0.062,0.248,3.71125472356074e-06,"hImmune","BCL7A"
"H19.4",1.46392153503535e-10,-0.736843965207087,0.102,0.3,3.7726721879396e-06,"hImmune","H19"
"ZNF32",1.48122746882187e-10,-0.36586354048578,0.213,0.434,3.81727130990084e-06,"hImmune","ZNF32"
"NAV3.1",1.5319533314612e-10,0.279981572280248,0.178,0.069,3.94799693050866e-06,"hImmune","NAV3"
"CTDSPL.1",1.5361403327357e-10,-0.398457116397027,0.058,0.239,3.95878725149317e-06,"hImmune","CTDSPL"
"SAV1",1.54644343733636e-10,-0.35506561180584,0.04,0.219,3.98533938235954e-06,"hImmune","SAV1"
"HOXC4.1",1.57200044150375e-10,-0.38210922144297,0.018,0.186,4.0512023377993e-06,"hImmune","HOXC4"
"PLS3.4",1.59027465229793e-10,-0.464034961066753,0.027,0.199,4.098296806437e-06,"hImmune","PLS3"
"NFATC4.1",1.68292288095587e-10,-0.356282488212136,0.004,0.162,4.33706055651137e-06,"hImmune","NFATC4"
"FOXP1.3",1.69043642333905e-10,-0.475641469441949,0.302,0.513,4.35642370658707e-06,"hImmune","FOXP1"
"SBK1.1",1.71100754819833e-10,-0.389138708595978,0.018,0.182,4.40943755246191e-06,"hImmune","SBK1"
"MPP6",1.78561845052465e-10,-0.36173160563643,0.018,0.182,4.60171730884708e-06,"hImmune","MPP6"
"MMP11.4",1.81516492780903e-10,-0.495817283503811,0.031,0.204,4.67786153545665e-06,"hImmune","MMP11"
"ZNF827",1.81865001259305e-10,-0.426628562343189,0.102,0.3,4.68684294745355e-06,"hImmune","ZNF827"
"AP1S1.2",1.8631284639118e-10,-0.419098297603155,0.2,0.413,4.80146836434711e-06,"hImmune","AP1S1"
"TNC.2",1.89450013611727e-10,-0.533369302972473,0.018,0.183,4.88231630078781e-06,"hImmune","TNC"
"LUC7L3",1.89625724492473e-10,-0.375956818523069,0.689,0.805,4.88684454589551e-06,"hImmune","LUC7L3"
"DUSP9.4",1.94756552935989e-10,-0.414149479788023,0.009,0.167,5.01907112571338e-06,"hImmune","DUSP9"
"ANP32E.4",1.95017929885529e-10,-0.499604331068255,0.351,0.545,5.02580707107996e-06,"hImmune","ANP32E"
"VMA21.1",1.95777759764347e-10,0.406694339316782,0.36,0.203,5.045388646887e-06,"hImmune","VMA21"
"UBE2R2",1.97118732975146e-10,-0.379967228581345,0.382,0.592,5.07994686750248e-06,"hImmune","UBE2R2"
"B4GALT1",1.98267039579295e-10,0.356491026399545,0.267,0.13,5.10953987699802e-06,"hImmune","B4GALT1"
"MRPL3",2.0166170694086e-10,-0.369943859580307,0.253,0.483,5.19702384957289e-06,"hImmune","MRPL3"
"ANKH",2.06820479745381e-10,0.348963111528266,0.142,0.051,5.32997058351821e-06,"hImmune","ANKH"
"PMP22.4",2.15167032562939e-10,-0.713661701540129,0.391,0.568,5.5450695961795e-06,"hImmune","PMP22"
"FMOD.3",2.17823144952514e-10,-0.339134529214852,0.031,0.206,5.61352026857123e-06,"hImmune","FMOD"
"POP7",2.19363327623078e-10,-0.406362931246707,0.231,0.445,5.65321231617434e-06,"hImmune","POP7"
"TMEM45A",2.2091946530487e-10,-0.344634416673536,0.027,0.196,5.6933155403718e-06,"hImmune","TMEM45A"
"MCM7.2",2.25028256590111e-10,-0.461253373621228,0.271,0.509,5.79920320058376e-06,"hImmune","MCM7"
"PPIC.3",2.2884097283867e-10,-0.413859462938551,0.018,0.181,5.89746071102537e-06,"hImmune","PPIC"
"SCD5.3",2.31321427902328e-10,-0.444158185371261,0.022,0.187,5.96138451847089e-06,"hImmune","SCD5"
"EPS8",2.33557267580214e-10,0.598962174530016,0.284,0.152,6.01900434280969e-06,"hImmune","EPS8"
"COX11",2.33772145239205e-10,-0.369920813608103,0.133,0.338,6.02454195495955e-06,"hImmune","COX11"
"PDAP1",2.34902938041519e-10,-0.364892396071058,0.444,0.664,6.05368361626799e-06,"hImmune","PDAP1"
"RARG.3",2.39236364881591e-10,-0.389947009616337,0.027,0.193,6.16536035936348e-06,"hImmune","RARG"
"METTL9",2.39286107708493e-10,-0.41346134293537,0.467,0.67,6.16664228175558e-06,"hImmune","METTL9"
"GPC1.1",2.39473580535582e-10,-0.381150079361506,0.018,0.183,6.1714736439825e-06,"hImmune","GPC1"
"NUDT4.1",2.39954756025781e-10,-0.455196606606067,0.133,0.329,6.1838740175404e-06,"hImmune","NUDT4"
"METRNL.4",2.41319207296479e-10,-0.4247844166322,0.262,0.489,6.21903729123755e-06,"hImmune","METRNL"
"FAM110B.1",2.42368534587049e-10,-0.378809321071142,0.044,0.225,6.24607950484283e-06,"hImmune","FAM110B"
"SH3BP2",2.43575939852763e-10,0.489592364453338,0.227,0.106,6.27719554594556e-06,"hImmune","SH3BP2"
"OLFM2",2.44905502498521e-10,-0.350094032120292,0.009,0.168,6.31145970488939e-06,"hImmune","OLFM2"
"REV3L",2.53312352528964e-10,-0.42934163952877,0.12,0.324,6.52811263702392e-06,"hImmune","REV3L"
"GINS2.2",2.56942642352636e-10,-0.526290844001854,0.218,0.427,6.62166883606978e-06,"hImmune","GINS2"
"LOXL2.1",2.5712683388139e-10,-0.364572380574875,0.027,0.193,6.62641563595729e-06,"hImmune","LOXL2"
"LINC00632.1",2.58944348878497e-10,-0.418211521831939,0.027,0.194,6.67325481494774e-06,"hImmune","LINC00632"
"PRXL2A.1",2.60580311380993e-10,-0.420601537074672,0.191,0.401,6.71541520459957e-06,"hImmune","PRXL2A"
"CFAP20.1",2.61543792986502e-10,-0.41582372790073,0.169,0.366,6.74024508905515e-06,"hImmune","CFAP20"
"TBC1D9",2.76116125222407e-10,0.29125086888447,0.164,0.063,7.11578866310665e-06,"hImmune","TBC1D9"
"ROBO2",2.80353214335319e-10,-0.37559222146833,0.027,0.198,7.2249826866355e-06,"hImmune","ROBO2"
"TMEM237",2.83634410539421e-10,-0.372989949237443,0.049,0.227,7.30954239401141e-06,"hImmune","TMEM237"
"CADM4.1",2.89653750201075e-10,-0.336458766471924,0.022,0.191,7.46466679643191e-06,"hImmune","CADM4"
"SMAD5.1",2.8998614520512e-10,-0.381135108999418,0.258,0.475,7.47323294808114e-06,"hImmune","SMAD5"
"JUND.2",3.09917701562951e-10,-0.389317735897789,0.64,0.795,7.98688908697881e-06,"hImmune","JUND"
"KIF21A.4",3.11845377428249e-10,-0.443693147874921,0.027,0.193,8.0365672217034e-06,"hImmune","KIF21A"
"WASF1",3.15371504340006e-10,-0.353368358090927,0.031,0.202,8.12743903834631e-06,"hImmune","WASF1"
"CDC42EP4.1",3.22539481154731e-10,-0.339609967751257,0.036,0.209,8.31216496883857e-06,"hImmune","CDC42EP4"
"PFDN5.1",3.2400114301287e-10,0.345551207797389,0.973,0.985,8.34983345658468e-06,"hImmune","PFDN5"
"POLR2F",3.34683505911241e-10,-0.382401022892225,0.547,0.714,8.62512863083859e-06,"hImmune","POLR2F"
"HEBP1.3",3.56980783415924e-10,-0.477435249817039,0.267,0.462,9.19975176941179e-06,"hImmune","HEBP1"
"CBL",3.75166237183834e-10,0.439758903809629,0.231,0.106,9.66840909846459e-06,"hImmune","CBL"
"YPEL1",3.80951821572293e-10,-0.36803046615592,0.036,0.205,9.81750939373956e-06,"hImmune","YPEL1"
"PDCD7",3.82246178589359e-10,-0.432953143298396,0.147,0.339,9.85086626842637e-06,"hImmune","PDCD7"
"LRRFIP1.1",3.83286570377626e-10,0.414863832620544,0.369,0.211,9.8776782052018e-06,"hImmune","LRRFIP1"
"MRPL23",3.8417735060036e-10,0.465659164705584,0.636,0.505,9.90063450232187e-06,"hImmune","MRPL23"
"SCOC.1",3.86825115655319e-10,-0.421216633872026,0.271,0.474,9.96887005555324e-06,"hImmune","SCOC"
"PTX3.2",3.87328662959187e-10,-0.433451882982858,0.044,0.221,9.98184697312121e-06,"hImmune","PTX3"
"BSG.2",3.96261149793022e-10,-0.383397204817575,0.516,0.707,1.0212046091316e-05,"hImmune","BSG"
"PXMP2.1",4.01071196858807e-10,-0.491373823217085,0.249,0.446,1.03360058142483e-05,"hImmune","PXMP2"
"WDR34.1",4.12108152193164e-10,-0.40645411618557,0.116,0.307,1.062043919017e-05,"hImmune","WDR34"
"RPL31.3",4.20051553312016e-10,-0.459309968109157,0.818,0.908,1.0825148580404e-05,"hImmune","RPL31"
"ABLIM1",4.34038010400781e-10,-0.351662921314972,0.018,0.178,1.11855935660385e-05,"hImmune","ABLIM1"
"KNOP1",4.3576364298784e-10,-0.408965137521566,0.156,0.349,1.12300648434396e-05,"hImmune","KNOP1"
"SNRPD2",4.4925860982582e-10,-0.343239108562333,0.756,0.888,1.15778436338212e-05,"hImmune","SNRPD2"
"APIP",4.67032112773912e-10,0.419159916104151,0.382,0.227,1.20358845782965e-05,"hImmune","APIP"
"AEBP1.1",4.74523241368349e-10,-0.382097593542776,0.031,0.195,1.22289384533037e-05,"hImmune","AEBP1"
"MAP9",4.75729347329191e-10,-0.354753437206225,0.049,0.227,1.22600210100206e-05,"hImmune","MAP9"
"HSD17B11",5.05137545693047e-10,0.337447173528391,0.253,0.121,1.30178996900555e-05,"hImmune","HSD17B11"
"FZD8.2",5.06878371251699e-10,-0.34116891109344,0.031,0.201,1.30627625055275e-05,"hImmune","FZD8"
"HOXB2.3",5.15349871919782e-10,-0.523829519662472,0.076,0.257,1.32810815492447e-05,"hImmune","HOXB2"
"PHF6.1",5.25173379740956e-10,-0.428277462455495,0.276,0.478,1.35342431693042e-05,"hImmune","PHF6"
"MYCN.1",5.45427327804416e-10,-0.365046505135391,0.013,0.169,1.40562076648476e-05,"hImmune","MYCN"
"B4GALT2",5.4694393822119e-10,-0.363952974072154,0.049,0.222,1.40952922318983e-05,"hImmune","B4GALT2"
"COX6B1",5.61956565106244e-10,0.318425176606695,0.898,0.933,1.4482182639353e-05,"hImmune","COX6B1"
"MAD2L2.1",5.77433666028478e-10,-0.408045202380712,0.2,0.405,1.48810430072199e-05,"hImmune","MAD2L2"
"UQCRB.2",5.77948764184269e-10,0.345239502137057,0.902,0.872,1.48943176017928e-05,"hImmune","UQCRB"
"LGR4",5.81989784917421e-10,-0.391409027997834,0.049,0.219,1.49984587471068e-05,"hImmune","LGR4"
"ODC1.3",5.83042738854103e-10,-0.48445928574323,0.418,0.615,1.50255944230091e-05,"hImmune","ODC1"
"HIST3H2A.1",5.96922578162458e-10,-0.514981940377656,0.133,0.321,1.53832917618247e-05,"hImmune","HIST3H2A"
"SRM",6.18074576960305e-10,-0.391369724244491,0.413,0.626,1.5928399922844e-05,"hImmune","SRM"
"COL25A1.2",6.22278903697606e-10,-0.393120937765973,0.004,0.154,1.6036749627191e-05,"hImmune","COL25A1"
"PAK2.1",6.56817830817245e-10,0.476958508784973,0.578,0.433,1.69268523179912e-05,"hImmune","PAK2"
"WTIP",6.61001233281478e-10,-0.331955006020934,0.013,0.168,1.7034662782897e-05,"hImmune","WTIP"
"PKIA.2",6.64025186899545e-10,-0.42883152331315,0.053,0.224,1.71125930915882e-05,"hImmune","PKIA"
"GPX7.1",6.69481873889677e-10,-0.421228318735406,0.191,0.392,1.72532173720109e-05,"hImmune","GPX7"
"HOXB3.2",6.80428326570714e-10,-0.40234605258838,0.058,0.232,1.75353184040539e-05,"hImmune","HOXB3"
"RSPO3.3",6.80534606227423e-10,-0.538854111488447,0.022,0.18,1.75380573370869e-05,"hImmune","RSPO3"
"ESD",6.93363233610868e-10,-0.360263619374452,0.538,0.712,1.78686638933857e-05,"hImmune","ESD"
"PALM.1",7.03830077557302e-10,-0.34990726054186,0.009,0.161,1.81384049287292e-05,"hImmune","PALM"
"NFYB.1",7.05610300498777e-10,-0.401075694661244,0.218,0.409,1.8184283054154e-05,"hImmune","NFYB"
"NDUFB11",7.08068036054773e-10,-0.293906033746683,0.8,0.932,1.82476213571676e-05,"hImmune","NDUFB11"
"IMMP1L",7.09689127900751e-10,-0.417919975539953,0.187,0.391,1.82893985151302e-05,"hImmune","IMMP1L"
"RBBP4",7.20685128352632e-10,-0.341236836900129,0.436,0.624,1.85727764427757e-05,"hImmune","RBBP4"
"MPHOSPH10",7.2224304560104e-10,-0.428262611595798,0.178,0.372,1.86129255281844e-05,"hImmune","MPHOSPH10"
"SLC39A6.1",7.30411616462653e-10,-0.403350948598604,0.076,0.252,1.8823437767859e-05,"hImmune","SLC39A6"
"HTATSF1",7.31471286906831e-10,-0.394993643771261,0.244,0.454,1.88507465348759e-05,"hImmune","HTATSF1"
"SH3BGRL.2",7.31676512496126e-10,0.482090318193461,0.733,0.631,1.88560354035377e-05,"hImmune","SH3BGRL"
"COMMD8",7.34395599916424e-10,0.361298437408809,0.311,0.167,1.89261090054462e-05,"hImmune","COMMD8"
"SPIN1.1",7.41652004786631e-10,-0.4106735901685,0.258,0.46,1.91131138153563e-05,"hImmune","SPIN1"
"TCP1",7.47298338375231e-10,-0.323127129194543,0.413,0.63,1.92586254782681e-05,"hImmune","TCP1"
"NARF",7.47648214461538e-10,-0.383896737100687,0.173,0.378,1.92676421348883e-05,"hImmune","NARF"
"AC010642.2.1",7.62422273446086e-10,-0.400002643092604,0.209,0.4,1.96483844089791e-05,"hImmune","AC010642.2"
"TAGLN.4",7.75486800885564e-10,-0.643041386037513,0.031,0.192,1.99850703456219e-05,"hImmune","TAGLN"
"HES1.3",7.81280062444375e-10,-0.454436683723682,0.084,0.27,2.0134368489254e-05,"hImmune","HES1"
